63,38750,      1,     58,    -45,   2891,   5218,  -8345,      0,    102,    226,    241,    246,  50840,  50019,  50674,      4,      0, -99989,      0,  87816,  93472,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
64,39375,     17,     44,    -47,   1077,   6720,  -8076,     -3,     75,    226,    241,    246,  50840,  50019,  50674,      4,      0, -99989,      0,  87816,  93472,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
65,40000,     13,     49,    -47,   -427,   7653,  -7526,      0,     61,    226,    241,    246,  50837,  50022,  50662,      4,      0, -99989,      0,  87803,  93473,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
66,40625,     13,     45,    -44,  -1613,   8087,  -6800,      5,     48,    226,    241,    246,  50837,  50022,  50662,      4,      0, -99989,      0,  87803,  93473,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
67,41250,    -10,     47,    -19,  -3005,   8256,  -5590,      0,     41,    226,    241,    246,  50837,  50022,  50662,      4,      0, -99989,      0,  87803,  93473,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
68,41875,    -46,     55,      7,  -4832,   8221,  -3727,      7,     38,    226,    241,    246,  50837,  50022,  50662,      4,      0, -99989,      0,  87803,  93473,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
69,42500,    -36,     55,     -4,  -6489,   8017,  -1854,      5,     38,    226,    241,    246,  50837,  50022,  50662,      4,      0, -99989,      0,  87803,  93473,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
70,43125,    -34,     56,     -6,  -7606,   7560,   -243,      6,     48,    226,    241,    246,  50837,  50022,  50662,      4,      0, -99989,      0,  87803,  93473,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
71,43750,    -35,     54,     -2,  -8147,   6898,    988,     11,     61,    226,    241,    246,  50837,  50022,  50662,      4,      0, -99989,      0,  87803,  93473,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
72,44375,    -29,     38,      6,  -8392,   5948,   2226,      8,     84,    226,    241,    246,  50837,  50022,  50662,      4,      0, -99989,      0,  87803,  93473,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
73,45000,    -38,      2,     51,  -8414,   4258,   3971,     14,    107,    226,    241,    246,  50837,  50022,  50662,      4,      0, -99989,      0,  87803,  93473,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
74,45625,    -42,      4,     53,  -8257,   2353,   5773,     10,    137,    226,    241,    246,  50837,  50022,  50662,      4,      0, -99989,      0,  87803,  93473,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
75,46250,    -41,     10,     45,  -7868,    672,   7127,     14,    171,    226,    241,    246,  50837,  50022,  50662,      4,      0, -99989,      0,  87803,  93473,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
76,46875,    -41,      6,     51,  -7193,   -680,   7876,     11,    208,    226,    241,    246,  50837,  50022,  50662,      4,      0, -99989,      0,  87803,  93473,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
77,47500,    -36,      7,     43,  -6360,  -1831,   8261,      9,    249,    226,    241,    246,  50837,  50022,  50662,      4,      0, -99989,      0,  87803,  93473,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
78,48125,     -2,    -30,     50,  -4854,  -3413,   8396,     16,    292,    226,    241,    246,  50837,  50022,  50662,      4,      0, -99989,      0,  87803,  93473,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
